SAISON;DISCIPLINE;RANG;RANG_LIGUE;PRE_INSCRIT;QUOTA;NOM_ABREGE;SEXE_EQUIPE;ARME_EQUIPE;CATEGORIE_CLASSEMENT;CODE_STRUCTURE;NOM_STRUCTURE;ADRESSE_VILLE_SIEGE;SCORE1;SCORE2;SCORE3;MOY_SCORE;CORRESPONDANT_CLUB
2026;S;236;;;;LA FLECHE;H;CL;Arc Classique Homme 2026;1272098;COMPAGNIE D'ARC DE LA FLECHE;LA FLÈCHE;571;516;505;1592;ciearclafeche@gmail.com
2026;S;254;;;;POUZAUGES;H;CL;Arc Classique Homme 2026;1285128;LES ARCHERS DU HAUT BOCAGE;POUZAUGES;536;531;522;1589;archers.pouzauges@orange.fr
2026;S;265;;;;COUERON;H;CL;Arc Classique Homme 2026;1244025;ETOILE SPORTIVE COUERONNAISE;COUËRON;535;528;523;1586;alexis@acytem.fr
2026;S;297;;;;CHALLANS;H;CL;Arc Classique Homme 2026;1285134;ARCHERS CHALLANDAIS;CHALLANS;564;518;496;1578;maurice.brebant@icloud.com
2026;S;308;;;;LE FUILET;H;CL;Arc Classique Homme 2026;1249063;ARCHERS DU PARADIS;MONTREVAULT SUR EVRE;537;532;508;1577;archersduparadis49@gmail.com
2026;S;311;;;;NANTES;H;CL;Arc Classique Homme 2026;1244044;ARCHERS NANTAIS;NANTES;531;530;514;1575;secretariat.archersnantais@gmail.com
2026;S;337;;;;ST NAZAIRE;H;CL;Arc Classique Homme 2026;1244024;LES ARCHERS NAZAIRIENS;SAINT-NAZAIRE;530;521;517;1568;throy@orange.fr
2026;S;356;;;;LES SABLES D'OLONNE;H;CL;Arc Classique Homme 2026;1285132;LES ARCHERS SABLAIS;OLONNE SUR MER;529;520;514;1563;archers.sablais@gmail.com
2026;S;359;;;;CHATEAU DU LOIR;H;CL;Arc Classique Homme 2026;1272106;CLUB OMNISPORT CHATEAU DU LOIR;CHATEAU DU LOIR;521;0;0;521;cocarc72@gmail.com
2026;S;360;;;;LA CHATAIGNERAIE;H;CL;Arc Classique Homme 2026;1285115;TIR A L'ARC DE CHATAIGNERAIE;LOGE-FOUGEREUSE;551;521;490;1562;arc.chataigneraie@gmail.com
2026;S;362;;;;SILLE LE GUILLAUME;H;CL;Arc Classique Homme 2026;1272109;COMPAGNIE DES ARCHERS DE SILLE;SILLÉ-LE-GUILLAUME;542;530;489;1561;nathaliebecu@wanadoo.fr
2026;S;372;;;;VERTOU;H;CL;Arc Classique Homme 2026;1244041;CIE ARCHERS DE VERTOU;SAINT-SÉBASTIEN-SUR-LOIRE;533;514;511;1558;bureau@vertouarc.fr
2026;S;373;;;;GROSBREUIL;H;CL;Arc Classique Homme 2026;1285124;ARCHERS DE GROSBREUIL;GROSBREUIL;555;512;490;1557;archersdegrosbreuil@orange.fr
2026;S;379;;;;BASSE GOULAINE;H;CL;Arc Classique Homme 2026;1244011;B.G.A.C.;BASSE GOULAINE;542;535;479;1556;arnaud.julien44@outlook.fr
2026;S;405;;;;MAZE;H;CL;Arc Classique Homme 2026;1249049;ARCHERS DU VAL D'AUTHION;MAZE;520;517;515;1552;ava.maze49@gmail.com
2026;S;409;;;;LE MANS;H;CL;Arc Classique Homme 2026;1272105;SOM TIR A L'ARC;LE MANS;522;517;512;1551;emilie.thomas.lm@gmail.com
2026;S;422;;;;LA TURBALLE;H;CL;Arc Classique Homme 2026;1244036;LES FLECHES TURBALLAISES;LA TURBALLE;560;496;492;1548;benjamin.jube44420@gmail.com
2026;S;426;;;;MAYENNE;H;CL;Arc Classique Homme 2026;1253084;LES CUPIDONS MAYENNAIS;MAYENNE;552;522;472;1546;fabien.gendry@free.fr
2026;S;441;;;;CLISSON;H;CL;Arc Classique Homme 2026;1244004;CIE D'ARC OLIVIER DE CLISSON;CLISSON;532;506;504;1542;ciearcolison@orange.fr
2026;S;470;;;;PORNIC;H;CL;Arc Classique Homme 2026;1244046;LES ARCHERS PORNICAIS;PORNIC;528;515;493;1536;archers.pornicais@yahoo.fr
2026;S;471;;;;LA FERTE BERNARD;H;CL;Arc Classique Homme 2026;1272112;VSF TIR A L'ARC;CORMES;521;516;499;1536;pilon.fabrice@free.fr
2026;S;489;;;;LE BIGNON;H;CL;Arc Classique Homme 2026;1244008;LES ARCHERS DU BIGNON;LE BIGNON;524;508;500;1532;gael.tenailleau@free.fr
2026;S;494;;;;ST HERBLAIN;H;CL;Arc Classique Homme 2026;1244002;ARCHERS DE ST HERBLAIN;SAINT-HERBLAIN;525;506;500;1531;president.ash@gmail.com
2026;S;527;;;;ECOMMOY;H;CL;Arc Classique Homme 2026;1272096;LES ARCHERS D ECOMMOY;ÉCOMMOY;516;512;497;1525;limajacgue.62@gmail.com
2026;S;555;;;;LA HAYE FOUASSIERE;H;CL;Arc Classique Homme 2026;1244013;ARC'HAYE;LA HAIE FOUASSIERE;508;506;503;1517;brenot.delphine4@gmail.com
2026;S;557;;;;CHATEAU GONTIER;H;CL;Arc Classique Homme 2026;1253085;TIR A L'ARC CHATEAU GONTIER;CHÂTEAU-GONTIER-SUR-MAYENNE;546;495;475;1516;chateaugontier.tiralarc@gmail.com
2026;S;558;;;;SABLE SUR SARTHE;H;CL;Arc Classique Homme 2026;1272090;LES ARCHERS DE SABLE;SABLE SUR SARTHE;537;504;475;1516;chailleuxlionel72@gmail.com
2026;S;607;;;;ETRICHÉ;H;CL;Arc Classique Homme 2026;1249065;LES ARCHERS DES 3 MOULINS;ÉTRICHÉ;564;503;435;1502;sandytiralarc@gmail.com
2026;S;631;;;;THOUARE SUR LOIRE;H;CL;Arc Classique Homme 2026;1244003;ARCHERS THOUAREENS;THOUARE SUR LOIRE;518;495;483;1496;archersthouareens@yahoo.fr
2026;S;636;;;;BOUGUENAIS;H;CL;Arc Classique Homme 2026;1244022;CIE ARCHERS BOUGUENAIS;BOUGUENAIS;508;500;487;1495;mavedine@gmail.com
2026;S;652;;;;CHANTONNAY;H;CL;Arc Classique Homme 2026;1285116;CLUB DES ARCHERS DE CHANTONNAY;CHANTONNAY;522;497;473;1492;arcchantonnay85@gmail.com
2026;S;657;;;;ECOUFLANT;H;CL;Arc Classique Homme 2026;1249071;ARC ECOUFLANT;JUVARDEIL;541;506;444;1491;lejean49@gmail.com
2026;S;686;;;;CHEMILLE;H;CL;Arc Classique Homme 2026;1249061;LES ARCHERS CHEMILLOIS;CHEMILLE;510;498;475;1483;archerschemillois.president@gmail.com
2026;S;695;;;;SAINTE FOY;H;CL;Arc Classique Homme 2026;1285138;LES ROBINS DES FOY;STE FOY;523;494;463;1480;dianehoarau@hotmail.fr
2026;S;720;;;;CHANGE;H;CL;Arc Classique Homme 2026;1253078;LES ARCHERS DE L'US CHANGE;CHANGÉ;501;497;478;1476;uschangetiralarc@gmail.com
2026;S;732;;;;BEIGNON BASSET;H;CL;Arc Classique Homme 2026;1285131;AMICALE DU BEIGNON BASSET;LE POIRÉ-SUR-VIE;501;492;480;1473;hubertgautierabb@orange.fr
2026;S;755;;;;MESLAY DU MAINE;H;CL;Arc Classique Homme 2026;1253072;CIE ST GEORGES DE MESLAY DU MAINE;MESLAY-DU-MAINE;498;488;481;1467;ciestgeorgesmeslay@gmail.com
2026;S;756;;;;LE GENEST ST ISLE;H;CL;Arc Classique Homme 2026;1253081;UNION SPORTIVE GENESTOISE;LE GENEST-SAINT-ISLE;489;0;0;489;emiliemoreau53@yahoo.fr
2026;S;775;;;;REZE;H;CL;Arc Classique Homme 2026;1244018;LA FLECHE RAGONNAISE;REZE;551;457;453;1461;presidence.flecheragonnaise@gmail.com
2026;S;776;;;;BEAUPREAU;H;CL;Arc Classique Homme 2026;1249054;LA FLECHE AU COEUR DES MAUGES;BEAUPRÉAU-EN-MAUGES;512;481;468;1461;infos@tiralarc-beaupreau.fr
2026;S;788;;;;STAC;H;CL;Arc Classique Homme 2026;1285142;SOCIÉTÉ DE TIR À L'ARC LA CHÂTAIGNERAIE;LA CHÂTAIGNERAIE;486;0;0;486;performance-services@orange.fr
2026;S;814;;;;LA GARNACHE;H;CL;Arc Classique Homme 2026;1285113;LES GARNA'ARCHERS;LA GARNACHE;508;493;449;1450;chiron.couthouis@gmail.com
2026;S;826;;;;BEAUVOIR SUR MER;H;CL;Arc Classique Homme 2026;1285123;LES ARCHERS DU PAYS DU GOIS;BEAUVOIR-SUR-MER;494;490;462;1446;archers-du-pays-du-gois@laposte.net
2026;S;831;;;;SAUMUR;H;CL;Arc Classique Homme 2026;1249066;JEANNE D'ARC DE SAUMUR TIR A L'ARC;SAUMUR;490;479;475;1444;patrickmartin49@orange.fr
2026;S;883;;;;EVRON;H;CL;Arc Classique Homme 2026;1253076;CLUB ATHLETIQUE EVRONNAIS;EVRON;521;428;0;949;gesberts53@orange.fr
2026;S;885;;;;ROCHE SUR YON;H;CL;Arc Classique Homme 2026;1285126;CIE D'ARCHERS SAINT GEORGES;MOUILLERON-LE-CAPTIF;506;486;431;1423;gwenolalereun@hotmail.fr
2026;S;886;;;;NANTES DOULON;H;CL;Arc Classique Homme 2026;1244006;ASS. DU QUARTIER DE DOULON;NANTES;497;467;459;1423;roquesalfred@yahoo.fr
2026;S;889;;;;GUERANDE;H;CL;Arc Classique Homme 2026;1244001;CIE D ARC DE GUERANDE;GUÉRANDE;514;454;453;1421;melanieboquet@gmail.com
2026;S;894;;;;ST AUBIN;H;CL;Arc Classique Homme 2026;1285129;LES ARCHERS ST AUBINOIS;SAINT AUBIN DES ORMEAUX;505;462;451;1418;auguinb@gmail.com
2026;S;902;;;;LE MAY SUR EVRE;H;CL;Arc Classique Homme 2026;1249052;LES ARCHERS DU MAY - ENERGIE;LE MAY-SUR-ÈVRE;472;0;0;472;lesarchersdumay-energie@outlook.fr
2026;S;946;;;;MAISDON;H;CL;Arc Classique Homme 2026;1244012;LES ARCHERS DU VAL DE SEVRE;GETIGNE;483;468;449;1400;kibouge44@gmail.com
2026;S;955;;;;CHATEAUBRIANT;H;CL;Arc Classique Homme 2026;1244035;ARCHERS DE LA MEE;CHÂTEAUBRIANT;476;466;455;1397;p.comcom4@orange.fr
2026;S;976;;;;CORDEMAIS;H;CL;Arc Classique Homme 2026;1244017;A.S.CORDEMAIS TIR ARC;CORDEMAIS;476;464;449;1389;ylerousseau@gmail.com
2026;S;999;;;;MONTREUIL JUIGNE;H;CL;Arc Classique Homme 2026;1249067;MONTREUIL JUIGNE TIR A L'ARC;MONTREUIL JUIGNE;468;465;442;1375;mjta49@gmail.com
2026;S;1003;;;;ST GILLES CROIX DE VIE;H;CL;Arc Classique Homme 2026;1285117;ARCHERS DE ST GILLES CROIX VIE;LE FENOUILLER;466;460;448;1374;archers.saint.gilles@gmail.com
2026;S;1037;;;;LES TOUCHES;H;CL;Arc Classique Homme 2026;1244016;LES ARCHERS DES TOUCHES;LES TOUCHES;505;497;356;1358;LesArchersDesTouches@gmail.com
2026;S;1061;;;;BARBATRE;H;CL;Arc Classique Homme 2026;1285125;ARCHERS DE BARBATRE;BARBÂTRE;532;416;396;1344;guillaumevelcker@msn.com
2026;S;1090;;;;LES MAGNILS REIGNIERS;H;CL;Arc Classique Homme 2026;1285130;ARCHERS DE LA CHOUANNERIE;CHASNAIS;443;0;0;443;archersdelachouannerie@outlook.fr
2026;S;1095;;;;DAUMERAY;H;CL;Arc Classique Homme 2026;1249068;C.O.AJAX DE DAUMERAY;DAUMERAY;457;440;428;1325;jpld.dupuis@orange.fr
2026;S;1171;;;;LES FLÉCHES D'ALIÉNOR;H;CL;Arc Classique Homme 2026;1285141;LES FLECHES D ALIENOR;SAINT-VINCENT-SUR-JARD;497;439;323;1259;lesflechesdalienor@gmail.com
2026;S;1174;;;;ST JEAN DE BOISEAU;H;CL;Arc Classique Homme 2026;1244021;CIE DES ARCHERS DU PE;ST JEAN DE BOISEAU;508;490;259;1257;archers.du.pe@gmail.com
2026;S;1189;;;;LA BAULE;H;CL;Arc Classique Homme 2026;1244015;A.S.C.E. TIR A L'ARC;LA BAULE-ESCOUBLAC;497;441;302;1240;secretariat.ascetiralarc@gmail.com
2026;S;1198;;;;GORRON;H;CL;Arc Classique Homme 2026;1253087;CIE GORONNAISE TIR A L'ARC;GORRON;411;0;0;411;guerrier.norbert@orange.fr
2026;S;1206;;;;LA RABATELIERE;H;CL;Arc Classique Homme 2026;1285114;LES CARQUOIS DE GRASLA;LA RABATELIERE;409;0;0;409;b.carquoisdegrasla@gmail.com
2026;S;1218;;;;FROSSAY-SAINT VIAUD;H;CL;Arc Classique Homme 2026;1244029;ARCHERS SUD ESTUAIRE;SAINT-VIAUD;487;374;346;1207;archerssudestuaire@gmail.com
2026;S;1262;;;;LA CHAPELLE AU RIBOUL;H;CL;Arc Classique Homme 2026;1253083;LA FLECHE CHAPELLOISE;LA CHAPELLE-AU-RIBOUL;492;237;0;729;zaza75.touchet@orange.fr
2026;S;1304;;;;SAINT JEAN DE MONTS;H;CL;Arc Classique Homme 2026;1285119;LES ARCHERS MONTOIS;ST JEAN DE MONTS;315;0;0;315;archersmontois85@aol.com
2026;S;19;;;;FONTENAY LE COMTE;F;CL;Arc Classique Femme 2026;1285122;TIR ARC FONTENAISIEN;VELLUIRE;560;551;538;1649;archers.fontenay@gmail.com
2026;S;63;;;;POUZAUGES;F;CL;Arc Classique Femme 2026;1285128;LES ARCHERS DU HAUT BOCAGE;POUZAUGES;546;532;505;1583;archers.pouzauges@orange.fr
2026;S;65;;;;MONTAIGU;F;CL;Arc Classique Femme 2026;1285121;LES ARCHERS DE LA DIGUE;MONTAIGU-VENDÉE;539;522;521;1582;archersdeladigue.president@gmail.com
2026;S;66;;;;LAIGNÉ SAINT GERVAIS;F;CL;Arc Classique Femme 2026;1272091;CIE ARCHERS DU BELINOIS;LAIGNÉ-EN-BELIN;550;540;491;1581;christophe.ehermann@gmail.com
2026;S;76;;;;ORVAULT;F;CL;Arc Classique Femme 2026;1244042;ARCHERS D'ORVAULT;ORVAULT;548;533;494;1575;archers.orvault@gmail.com
2026;S;95;;;;NANTES;F;CL;Arc Classique Femme 2026;1244044;ARCHERS NANTAIS;NANTES;537;514;513;1564;secretariat.archersnantais@gmail.com
2026;S;96;;;;MURS ERIGNE;F;CL;Arc Classique Femme 2026;1249058;LES ARCHERS DE L'AUBANCE;MÛRS-ERIGNÉ;545;532;486;1563;peltiermichael3@gmail.com
2026;S;97;;;;MONTOIR DE BRETAGNE;F;CL;Arc Classique Femme 2026;1244027;LES ARCHERS MONTOIRINS;MONTOIR-DE-BRETAGNE;541;520;502;1563;lesarchersmontoirins@gmail.com
2026;S;103;;;;MAZE;F;CL;Arc Classique Femme 2026;1249049;ARCHERS DU VAL D'AUTHION;MAZE;536;513;510;1559;ava.maze49@gmail.com
2026;S;111;;;;CARQUEFOU;F;CL;Arc Classique Femme 2026;1244009;ARCHERS DE L'ERDRE;CARQUEFOU;538;517;500;1555;ioan.legue@gmail.com
2026;S;129;;;;EVRON;F;CL;Arc Classique Femme 2026;1253076;CLUB ATHLETIQUE EVRONNAIS;EVRON;515;0;0;515;gesberts53@orange.fr
2026;S;142;;;;LAVAL;F;CL;Arc Classique Femme 2026;1253075;CIE ST GEORGES DE LAVAL;LAVAL;538;523;477;1538;tiralarc.usl@gmail.com
2026;S;145;;;;LES SABLES D'OLONNE;F;CL;Arc Classique Femme 2026;1285132;LES ARCHERS SABLAIS;OLONNE SUR MER;534;511;493;1538;archers.sablais@gmail.com
2026;S;150;;;;THOUARE SUR LOIRE;F;CL;Arc Classique Femme 2026;1244003;ARCHERS THOUAREENS;THOUARE SUR LOIRE;545;530;460;1535;archersthouareens@yahoo.fr
2026;S;159;;;;AIZENAY;F;CL;Arc Classique Femme 2026;1285133;L'ARCHER CLUB D'AIZENAY;AIZENAY;529;520;481;1530;arc.aizenay@gmail.com
2026;S;168;;;;CHOLET TAC;F;CL;Arc Classique Femme 2026;1249050;TIR A L ARC CHOLETAIS;CHOLET;520;509;496;1525;alexis.garnier49@gmail.com
2026;S;183;;;;ANGERS;F;CL;Arc Classique Femme 2026;1249056;S G T A - TIR A L'ARC;ANGERS;552;496;469;1517;sgta.communication@gmail.com
2026;S;187;;;;PORNIC;F;CL;Arc Classique Femme 2026;1244046;LES ARCHERS PORNICAIS;PORNIC;521;516;479;1516;archers.pornicais@yahoo.fr
2026;S;213;;;;GUERANDE;F;CL;Arc Classique Femme 2026;1244001;CIE D ARC DE GUERANDE;GUÉRANDE;506;501;497;1504;melanieboquet@gmail.com
2026;S;231;;;;ST HERBLAIN;F;CL;Arc Classique Femme 2026;1244002;ARCHERS DE ST HERBLAIN;SAINT-HERBLAIN;530;503;465;1498;president.ash@gmail.com
2026;S;244;;;;LA FLECHE;F;CL;Arc Classique Femme 2026;1272098;COMPAGNIE D'ARC DE LA FLECHE;LA FLÈCHE;575;486;432;1493;ciearclafeche@gmail.com
2026;S;251;;;;PONTCHATEAU;F;CL;Arc Classique Femme 2026;1244019;COMPAGNIE DES ARCHERS DU BRIVET;PONTCHATEAU;497;0;0;497;greg.guibert44@free.fr
2026;S;271;;;;SAINTE FOY;F;CL;Arc Classique Femme 2026;1285138;LES ROBINS DES FOY;STE FOY;515;497;469;1481;dianehoarau@hotmail.fr
2026;S;287;;;;ST GILLES CROIX DE VIE;F;CL;Arc Classique Femme 2026;1285117;ARCHERS DE ST GILLES CROIX VIE;LE FENOUILLER;533;480;465;1478;archers.saint.gilles@gmail.com
2026;S;309;;;;LE MANS;F;CL;Arc Classique Femme 2026;1272105;SOM TIR A L'ARC;LE MANS;516;483;471;1470;emilie.thomas.lm@gmail.com
2026;S;330;;;;GROSBREUIL;F;CL;Arc Classique Femme 2026;1285124;ARCHERS DE GROSBREUIL;GROSBREUIL;551;475;438;1464;archersdegrosbreuil@orange.fr
2026;S;349;;;;CANDE;F;CL;Arc Classique Femme 2026;1249047;CIE DES ARCHERS DU S.O CANDEEN;CANDE;512;484;461;1457;archersdusocande@gmail.com
2026;S;369;;;;ST NAZAIRE;F;CL;Arc Classique Femme 2026;1244024;LES ARCHERS NAZAIRIENS;SAINT-NAZAIRE;526;469;456;1451;throy@orange.fr
2026;S;383;;;;CHATEAUBRIANT;F;CL;Arc Classique Femme 2026;1244035;ARCHERS DE LA MEE;CHÂTEAUBRIANT;521;479;445;1445;p.comcom4@orange.fr
2026;S;422;;;;LA RABATELIERE;F;CL;Arc Classique Femme 2026;1285114;LES CARQUOIS DE GRASLA;LA RABATELIERE;485;480;469;1434;b.carquoisdegrasla@gmail.com
2026;S;427;;;;MESLAY DU MAINE;F;CL;Arc Classique Femme 2026;1253072;CIE ST GEORGES DE MESLAY DU MAINE;MESLAY-DU-MAINE;517;438;0;955;ciestgeorgesmeslay@gmail.com
2026;S;458;;;;LUCON;F;CL;Arc Classique Femme 2026;1285135;ARCHERS RICHELIEU;LUÇON;492;471;460;1423;SAMIOT95@GMAIL.COM
2026;S;472;;;;VALLET;F;CL;Arc Classique Femme 2026;1244031;ARC NATURE VALLETAIS;VALLET;472;0;0;472;arcnaturevalletais2.0@gmail.com
2026;S;483;;;;LES TOUCHES;F;CL;Arc Classique Femme 2026;1244016;LES ARCHERS DES TOUCHES;LES TOUCHES;470;0;0;470;LesArchersDesTouches@gmail.com
2026;S;491;;;;CLISSON;F;CL;Arc Classique Femme 2026;1244004;CIE D'ARC OLIVIER DE CLISSON;CLISSON;500;463;443;1406;ciearcolison@orange.fr
2026;S;530;;;;SAINT JEAN DE MONTS;F;CL;Arc Classique Femme 2026;1285119;LES ARCHERS MONTOIS;ST JEAN DE MONTS;519;478;398;1395;archersmontois85@aol.com
2026;S;549;;;;CHATEAU DU LOIR;F;CL;Arc Classique Femme 2026;1272106;CLUB OMNISPORT CHATEAU DU LOIR;CHATEAU DU LOIR;468;458;0;926;cocarc72@gmail.com
2026;S;593;;;;BASSE GOULAINE;F;CL;Arc Classique Femme 2026;1244011;B.G.A.C.;BASSE GOULAINE;458;0;0;458;arnaud.julien44@outlook.fr
2026;S;600;;;;ROCHE SUR YON;F;CL;Arc Classique Femme 2026;1285126;CIE D'ARCHERS SAINT GEORGES;MOUILLERON-LE-CAPTIF;459;458;455;1372;gwenolalereun@hotmail.fr
2026;S;601;;;;LA GARNACHE;F;CL;Arc Classique Femme 2026;1285113;LES GARNA'ARCHERS;LA GARNACHE;499;446;426;1371;chiron.couthouis@gmail.com
2026;S;606;;;;SAINT GEREON;F;CL;Arc Classique Femme 2026;1244005;ARCHERS DU GOTHA;ANCENIS-SAINT-GÉRÉON;475;470;423;1368;archersdugotha@gmail.com
2026;S;610;;;;CHATEAU GONTIER;F;CL;Arc Classique Femme 2026;1253085;TIR A L'ARC CHATEAU GONTIER;CHÂTEAU-GONTIER-SUR-MAYENNE;499;457;409;1365;chateaugontier.tiralarc@gmail.com
2026;S;612;;;;LA BAULE;F;CL;Arc Classique Femme 2026;1244015;A.S.C.E. TIR A L'ARC;LA BAULE-ESCOUBLAC;520;442;402;1364;secretariat.ascetiralarc@gmail.com
2026;S;616;;;;LE BIGNON;F;CL;Arc Classique Femme 2026;1244008;LES ARCHERS DU BIGNON;LE BIGNON;461;456;445;1362;gael.tenailleau@free.fr
2026;S;656;;;;DONGES;F;CL;Arc Classique Femme 2026;1244010;CIE LES FLECHES DONGEOISES;DONGES;449;0;0;449;romualdcadoret@gmail.com
2026;S;672;;;;CORDEMAIS;F;CL;Arc Classique Femme 2026;1244017;A.S.CORDEMAIS TIR ARC;CORDEMAIS;494;399;0;893;ylerousseau@gmail.com
2026;S;699;;;;VERTOU;F;CL;Arc Classique Femme 2026;1244041;CIE ARCHERS DE VERTOU;SAINT-SÉBASTIEN-SUR-LOIRE;473;432;421;1326;bureau@vertouarc.fr
2026;S;713;;;;CHALLANS;F;CL;Arc Classique Femme 2026;1285134;ARCHERS CHALLANDAIS;CHALLANS;451;428;0;879;maurice.brebant@icloud.com
2026;S;731;;;;BEAUVOIR SUR MER;F;CL;Arc Classique Femme 2026;1285123;LES ARCHERS DU PAYS DU GOIS;BEAUVOIR-SUR-MER;448;435;421;1304;archers-du-pays-du-gois@laposte.net
2026;S;755;;;;CHEMILLE;F;CL;Arc Classique Femme 2026;1249061;LES ARCHERS CHEMILLOIS;CHEMILLE;431;0;0;431;archerschemillois.president@gmail.com
2026;S;756;;;;LE FUILET;F;CL;Arc Classique Femme 2026;1249063;ARCHERS DU PARADIS;MONTREVAULT SUR EVRE;431;0;0;431;archersduparadis49@gmail.com
2026;S;757;;;;COUERON;F;CL;Arc Classique Femme 2026;1244025;ETOILE SPORTIVE COUERONNAISE;COUËRON;470;419;401;1290;alexis@acytem.fr
2026;S;761;;;;CHANTONNAY;F;CL;Arc Classique Femme 2026;1285116;CLUB DES ARCHERS DE CHANTONNAY;CHANTONNAY;478;432;379;1289;arcchantonnay85@gmail.com
2026;S;775;;;;BOUGUENAIS;F;CL;Arc Classique Femme 2026;1244022;CIE ARCHERS BOUGUENAIS;BOUGUENAIS;468;421;392;1281;mavedine@gmail.com
2026;S;779;;;;MAYENNE;F;CL;Arc Classique Femme 2026;1253084;LES CUPIDONS MAYENNAIS;MAYENNE;483;423;372;1278;fabien.gendry@free.fr
